"ID","Indiv","Nsnps","DP","NNA","Ho","f.hom.ref","f.hom.alt","Batch","Merged","Dup","Species","Region","Location","Band_no","Plate_ID","Sent","Plate","Well","date","Month","Day","Year","JD"
"ALFL_HO001","ALFL_HO001_seq2",20254,83.0168361805076,0.0202679823924926,0.0816135084427767,0.820233040387084,0.0981534511701392,2,0,1,"ALFL","HO","Copán Ruinas, 10 km ENE [14°52' N 89°03'W], Departamento de Copán, Honduras","UWBM:109485","20240711Plate_4/7h","20240711","Plate_4","7h","2000-04-27",4,27,2000,118
"ALFL_LA002","ALFL_LA002",20285,36.6656642839537,0.0187684419290862,0.12477199901405,0.808577766822775,0.0666502341631748,1,0,1,"ALFL","LA","4 mi W of old mouth Mermentau River, Cameron, LA","UWBM:96518","20231102_Plate_2/12b","20231102","Plate_2","12b","1999-09-29",9,29,1999,272
"ALFL_LA003","ALFL_LA003_seq2",20232,32.3754448398576,0.021332172398781,0.124406880189798,0.805852115460656,0.0697410043495453,2,0,2,"ALFL","LA","St. Gabriel, 4 mi N, Iberville, LA","UWBM:116272","20240711Plate_4/11e","20240711","Plate_4","11e","2000-09-19",9,19,2000,263
"ALFL_LA004","ALFL_LA004",20144,25.1184968228753,0.0255889324239346,0.125843923749007,0.809124305003971,0.0650317712470214,1,0,1,"ALFL","LA","St. Gabriel, 4 mi N, Iberville, LA","UWBM:116273","20231102_Plate_2/12e","20231102","Plate_2","12e","2000-09-19",9,19,2000,263
"ALFL_MT_Tal_01","ALFL_MT_Tal_01_seq2",19947,37.7877375043866,0.0351182702075171,0.0679300145385271,0.697799167794656,0.234270817666817,2,0,2,"ALFL","MT","Tally Lake CG, MT","ALFL01/NWMT26","20240711Plate_4/5a","20240711","Plate_4","5a",NA,NA,NA,NA,NA
"ALFL_NBC001","ALFL_NBC001",4430,2.20225733634312,0.785710830551928,0.0148984198645598,0.917607223476298,0.0674943566591422,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67156","20231102_Plate_3/7e","20231102","Plate_3","7e","2007-08-04",8,4,2007,216
"ALFL_NBC002","ALFL_NBC002",19514,9.93358614328175,0.0560634644221932,0.0855283386286768,0.859383007071846,0.0550886542994773,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67208","20231102_Plate_3/7f","20231102","Plate_3","7f","2007-08-05",8,5,2007,217
"ALFL_NBC003","ALFL_NBC003",7321,2.43832809725447,0.64586658927103,0.015435049856577,0.917497609616173,0.0670673405272504,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67314","20231102_Plate_3/7g","20231102","Plate_3","7g","2007-08-10",8,10,2007,222
"ALFL_NBC004","ALFL_NBC004",19659,10.4042423317564,0.0490494848352924,0.0881530088000407,0.857418993845058,0.0544279973549011,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67329","20231102_Plate_3/7h","20231102","Plate_3","7h","2007-08-11",8,11,2007,223
"ALFL_NBC005","ALFL_NBC005",6709,2.40691608287375,0.675470420355052,0.018929795796691,0.922641228200924,0.0584289760023849,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67333","20231102_Plate_3/8a","20231102","Plate_3","8a","2007-08-11",8,11,2007,223
"ALFL_NBC006","ALFL_NBC006",20053,16.685832543759,0.0299908092681275,0.0959457437789857,0.851244202862415,0.0528100533585997,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67389","20231102_Plate_3/8b","20231102","Plate_3","8b","2007-08-13",8,13,2007,225
"ALFL_NBC007","ALFL_NBC007",4174,2.22352659319598,0.798094132443284,0.0126976521322472,0.916866315285098,0.0704360325826545,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67398","20231102_Plate_3/8c","20231102","Plate_3","8c","2007-08-14",8,14,2007,226
"ALFL_NBC008","ALFL_NBC008",6655,2.40300525920361,0.67808252309776,0.0157776108189331,0.917956423741548,0.0662659654395192,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-37415","20231102_Plate_3/8d","20231102","Plate_3","8d","2007-08-15",8,15,2007,227
"ALFL_NBC009","ALFL_NBC009_seq2",5840,3.09366438356164,0.717505925603444,0.0174657534246575,0.901369863013699,0.0811643835616438,2,0,2,"ALFL","NBC","Mackenzie (MNO), BC","2440-67420","20240711Plate_4/5c","20240711","Plate_4","5c","2007-08-15",8,15,2007,227
"ALFL_NBC010","ALFL_NBC010",4666,2.25310758679811,0.774294974120834,0.00900128589798543,0.923917702528933,0.0670810115730819,1,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67446","20231102_Plate_3/8f","20231102","Plate_3","8f","2007-08-16",8,16,2007,228
"ALFL_NBC021","ALFL_NBC021_seq2",2368,2.95903716216216,0.885454457504958,0.00591216216216216,0.919341216216216,0.0747466216216216,2,0,1,"ALFL","NBC","Mackenzie (MNO), BC","2440-67524","20240711Plate_4/9d","20240711","Plate_4","9d","2007-08-20",8,20,2007,232
"ALFL_NL001","ALFL_NL001",18465,184.581857568373,0.106805978812944,0.00427836447332792,0.669536961819659,0.326184673707013,1,0,1,"ALFL","NL","Passadena, NL","alfl 1","20231102_Plate_2/12f","20231102","Plate_2","12f","2007-06-24",6,24,2007,175
"ALFL_SK009","ALFL_SK009",2554,1.61511354737666,0.87645721472452,0.0160532498042287,0.842599843382929,0.141346906812843,1,0,1,"ALFL","SK","South Saskatchewan River","RSKM_BIRD_A-4387","20231102_Plate_2/11e","20231102","Plate_2","11e","1961-06-09",6,9,1961,160
"ALFL_SK014","ALFL_SK014_seq2",9634,4.06186423084908,0.533981521791709,0.0298941249740502,0.880008303923604,0.0900975711023459,2,0,1,"ALFL","SK","Beaver Creek, SK","2550-66389","20240711Plate_4/7f","20240711","Plate_4","7f","2022-05-25",5,25,2022,145
"ALFL_SK019","ALFL_SK019_seq2",3681,3.08014126596034,0.821941663038746,0.010866612333605,0.898125509372453,0.0910078782939419,2,0,1,"ALFL","SK","PA-05 WL, SK","2060-41572","20240711Plate_4/7d","20240711","Plate_4","7d","2022-06-13",6,13,2022,164
"ALFL_SK021","ALFL_SK021_seq2",18520,9.28984881209503,0.104145503797223,0.0755399568034557,0.84476241900648,0.0796976241900648,2,0,1,"ALFL","SK","PA-05 WL, SK","2060-41577","20240711Plate_4/7e","20240711","Plate_4","7e","2022-06-13",6,13,2022,164
"ALFL_SK025","ALFL_SK025_seq2",19913,15.6463616732788,0.0367629274899628,0.102445638527595,0.831215788680761,0.0663385727916437,2,0,1,"ALFL","SK","PA-14 WL, SK, Shady lake","2500-29843","20240711Plate_4/9e","20240711","Plate_4","9e","2022-06-27",6,27,2022,178
"ALFL_SK026","ALFL_SK026_seq2",19943,15.7780674923532,0.0353117592995695,0.101238529809958,0.830717545003259,0.0680439251867823,2,0,1,"ALFL","SK","PA-14 WL, SK","2500-29844","20240711Plate_4/9f","20240711","Plate_4","9f","2022-06-27",6,27,2022,178
"ALFL_SK027","ALFL_SK027_seq2",19243,12.3824767447903,0.0691723504087457,0.0923452684092917,0.832094787715013,0.0755599438756951,2,0,1,"ALFL","SK","PA-03 WL, SK @ Spruce River","2500-29846","20240711Plate_4/7c","20240711","Plate_4","7c","2022-06-30",6,30,2022,181
"ALFL_YT007","ALFL_YT007",6673,2.50621909186273,0.677211822183524,0.0056945901393676,0.904240971077476,0.090064438783156,1,0,1,"ALFL","YT","Albert Creek (ACBO), YT","2490-46195","20231102_Plate3/6c","20231102","Plate_3","6c","2007-08-11",8,11,2007,223
"ALFL_YT012","ALFL_YT012_seq2",5533,3.19772275438279,0.732356213418469,0.00487981203686969,0.881980842219411,0.11313934574372,2,0,1,"ALFL","YT","Albert Creek (ACBO), YT","2490-46205","20240711Plate_4/8d","20240711","Plate_4","8d","2007-08-11",8,11,2007,223
"CLSW_AZ001","CLSW_AZ001_seq2",9478,24.2534289934585,0.00305038392763227,0.077125975944292,0.908736020257438,0.0141380037982697,2,0,2,"CLSW","AZ","Imperial Dam, Mittry Lake Wildlife Area, Yuma, AZ","UWBM:101799","20240711Plate_3/8f","20240711","Plate_3","8f","2006-03-16",3,16,2006,75
"CLSW_AZ002","CLSW_AZ002_seq2",9436,16.6550445103858,0.00746818134006522,0.0717465027554048,0.909919457397202,0.018334039847393,2,0,2,"CLSW","AZ","Imperial Dam, Mittry Lake Wildlife Area, Yuma, AZ","UWBM:109344","20240711Plate_3/8g","20240711","Plate_3","8g","2006-03-16",3,16,2006,75
"CLSW_AZ003","CLSW_AZ003_seq2",9088,8.65801056338028,0.0440727884716525,0.0599691901408451,0.9140625,0.0259683098591549,2,0,2,"CLSW","AZ","Imperial Dam, Mittry Lake Wildlife Area, Yuma, AZ","UWBM:109341","20240711Plate_3/8h","20240711","Plate_3","8h","2006-03-16",3,16,2006,75
"CLSW_AZ004","CLSW_AZ004_seq2",9464,36.4970414201183,0.00452298306510992,0.073541842772612,0.911559594251902,0.0148985629754861,2,0,2,"CLSW","AZ","Imperial Dam, Mittry Lake Wildlife Area, Yuma, AZ","UWBM:109343","20240711Plate_3/9a","20240711","Plate_3","9a","2006-03-16",3,16,2006,75
"CLSW_AZ005","CLSW_AZ005_seq2",9460,21.9750528541226,0.00494372567581782,0.0690274841437632,0.912050739957717,0.0189217758985201,2,0,2,"CLSW","AZ","Imperial Dam, Mittry Lake Wildlife Area, Yuma, AZ","UWBM:109339","20240711Plate_3/9b","20240711","Plate_3","9b","2006-03-15",3,15,2006,74
"CLSW_BC_Smc_08","CLSW_BC_Smc_08",3124,3.51248399487836,0.671400021037131,0.015685019206146,0.90685019206146,0.0774647887323944,1,0,1,"CLSW","NBC","Smart Creek, BC","1561-31927","20210222_Plate_1/1h","20210222","Plate_1","1h","2016-06-22",6,22,2016,174
"CLSW_BC_Smc_09","CLSW_BC_Smc_09",3455,2.39942112879884,0.636583570001052,0.00839363241678726,0.964399421128799,0.0272069464544139,1,0,1,"CLSW","NBC","Smart Creek, BC","1561-31928","20210222_Plate_1/2a","20210222","Plate_1","2a",NA,NA,NA,NA,NA
"CLSW_BC_Smc_11","CLSW_BC_Smc_11_seq2",9112,7.18140913081651,0.0415483328074051,0.042910447761194,0.935579455662862,0.0215100965759438,2,0,1,"CLSW","NBC","Smart Creek, BC","163261","20240711Plate_3/11b","20240711","Plate_3","11b","2016-06-11",6,11,2016,163
"CLSW_BC_Smc_12","CLSW_BC_Smc_12_seq2",9409,12.8364332022532,0.0103081939623435,0.0460197683069402,0.938144329896907,0.0158359017961526,2,0,1,"CLSW","NBC","Smart Creek, BC","163259","20240711Plate_3/11c","20240711","Plate_3","11c","2016-06-11",6,11,2016,163
"CLSW_BC_Smc_13","CLSW_BC_Smc_13_seq2",9295,8.45389994620764,0.0222993583675187,0.0395911780527165,0.942657342657343,0.0177514792899408,2,0,1,"CLSW","NBC","Smart Creek, BC","163265","20240711Plate_3/11d","20240711","Plate_3","11d","2016-06-11",6,11,2016,163
"CLSW_CO001","CLSW_CO001_seq2",9453,23.2764201840685,0.00568002524455664,0.0349095525230086,0.957368031312811,0.00772241616418068,2,0,2,"CLSW","CO","Denver, Denver International Airport, KR @D8","DMNS:Bird:53057","20240711Plate_3/9h","20240711","Plate_3","9h","2000-07-04",7,4,2000,186
"CLSW_CO002","CLSW_CO002_seq2",7564,4.29336329984135,0.204375723151362,0.0162612374405077,0.967741935483871,0.0159968270756214,2,0,2,"CLSW","CO","Denver, Denver International Airport,16R@D9","DMNS:Bird:53058","20240711Plate_3/10a","20240711","Plate_3","10a","2018-07-06",7,6,2018,187
"CLSW_CO004","CLSW_CO004_seq2",4656,2.97057560137457,0.510255601136005,0.0105240549828179,0.975730240549828,0.013745704467354,2,0,2,"CLSW","CO","Denver, Denver International Airport, 16R@D3 East shoulder","DMNS:Bird:53060","20240711Plate_3/10c","20240711","Plate_3","10c","2000-07-09",7,9,2000,191
"CLSW_CO005","CLSW_CO005_seq2",7930,4.45372005044136,0.165877774271589,0.017906683480454,0.966204287515763,0.0158890290037831,2,0,2,"CLSW","CO","Denver, Denver International Airport, 16L@F10 East Shoulder","DMNS:Bird:53061","20240711Plate_3/10d","20240711","Plate_3","10d","2000-07-09",7,9,2000,191
"CLSW_CO006","CLSW_CO006_seq2",8988,6.57732532265243,0.05459135373935,0.02659101023587,0.959612817089453,0.0137961726746773,2,0,2,"CLSW","CO","Denver, Denver International Airport,16R/34L@WD","DMNS:Bird:53062","20240711Plate_3/10e","20240711","Plate_3","10e","2018-07-15",7,15,2018,196
"CLSW_CO007","CLSW_CO007_seq2",3363,2.47784716027357,0.646260650047334,0.00535236396074933,0.979185251263753,0.0154623847754981,2,0,2,"CLSW","CO","Denver, Denver International Airport,34R@F3","DMNS:Bird:53063","20240711Plate_3/10f","20240711","Plate_3","10f","2017-07-01",7,1,2017,182
"CLSW_CO008","CLSW_CO008_seq2",7289,3.96625051447386,0.23330177763753,0.0163259706406915,0.968719989024558,0.014954040334751,2,0,2,"CLSW","CO","Denver, Denver International Airport","DMNS:Bird:53064","20240711Plate_3/10g","20240711","Plate_3","10g","2018-07-17",7,17,2018,198
"CLSW_CO009","CLSW_CO009_seq2",6330,3.54139020537125,0.334174818554749,0.0132701421800948,0.969352290679305,0.0173775671406003,2,0,2,"CLSW","CO","Denver, Denver International Airport","DMNS:Bird:53065","20240711Plate_3/10h","20240711","Plate_3","10h","2018-07-25",7,25,2018,206
"CLSW_MB017","CLSW_MB017_seq2",8183,6.61517780765001,0.139265804144315,0.0305511426127337,0.939264328485885,0.0301845289013809,2,0,1,"CLSW","MB","Delta Marsh Bird Observatory (DMBO), MB","15009","20240711Plate_4/1c","20240711","Plate_4","1c",NA,NA,NA,NA,NA
"CLSW_MB018","CLSW_MB018_seq2",8853,9.26635038969841,0.0687914168507416,0.0475545012989947,0.920704845814978,0.0317406528860273,2,0,1,"CLSW","MB","Delta Marsh Bird Observatory (DMBO), MB","15010","20240711Plate_4/1d","20240711","Plate_4","1d",NA,NA,NA,NA,NA
"CLSW_MB019","CLSW_MB019_seq2",9346,15.0375561737642,0.016934890080993,0.0503958912903916,0.927455595976889,0.0221485127327199,2,0,1,"CLSW","MB","Delta Marsh Bird Observatory (DMBO), MB","15019","20240711Plate_4/1e","20240711","Plate_4","1e",NA,NA,NA,NA,NA
"CLSW_MB020","CLSW_MB020_seq2",9327,15.2042457381795,0.0189334174818555,0.0500696901468854,0.927415031628605,0.0225152782245095,2,0,1,"CLSW","MB","Delta Marsh Bird Observatory (DMBO), MB","15020","20240711Plate_4/1f","20240711","Plate_4","1f",NA,NA,NA,NA,NA
"CLSW_MB021","CLSW_MB021_seq2",9012,10.3904793608522,0.0520668980751026,0.0491566799822459,0.922325787838438,0.0285175321793165,2,0,1,"CLSW","MB","Delta Marsh Bird Observatory (DMBO), MB","15022","20240711Plate_4/1g","20240711","Plate_4","1g",NA,NA,NA,NA,NA
"CLSW_MB022","CLSW_MB022_seq2",9367,17.0798548094374,0.0147259913747765,0.0589302871783922,0.923454681328067,0.0176150314935412,2,0,1,"CLSW","MB","Delta Marsh Bird Observatory (DMBO), MB","15021","20240711Plate_4/1h","20240711","Plate_4","1h",NA,NA,NA,NA,NA
"CLSW_MS011","CLSW_MS011_seq2",8188,4.20530043966781,0.13873987588093,0.0222276502198339,0.954445530043967,0.0233268197361993,2,0,1,"CLSW","MS","Mississippi","132015","20240711Plate_3/12g","20240711","Plate_3","12g",NA,NA,NA,NA,NA
"CLSW_MS012","CLSW_MS012_seq2",7912,4.10224974721941,0.167771116019775,0.0230030333670374,0.953361981799798,0.0236349848331648,2,0,1,"CLSW","MS","Mississippi","132016","20240711Plate_3/12h","20240711","Plate_3","12h",NA,NA,NA,NA,NA
"CLSW_MS013","CLSW_MS013_seq2",8011,6.44676070403196,0.157357736404754,0.0222194482586444,0.942953439021346,0.03482711272001,2,0,1,"CLSW","MS","Mississippi","132017","20240711Plate_4/1a","20240711","Plate_4","1a",NA,NA,NA,NA,NA
"CLSW_MS014","CLSW_MS014_seq2",9467,40.4116404351959,0.00420742610707899,0.0452096757156438,0.942431604520968,0.0123587197633886,2,0,1,"CLSW","MS","Mississippi","132018","20240711Plate_4/1b","20240711","Plate_4","1b",NA,NA,NA,NA,NA
"CLSW_MX001","CLSW_MX001_seq2",9469,46.5019537437955,0.00399705480172504,0.082374062731017,0.904424965677474,0.0132009715915091,2,0,2,"CLSW","MX","Tehueco El Fuerte, Municipio El Fuerte, Sinaloa, Mexico","UWBM:82510","20240711Plate_3/9c","20240711","Plate_3","9c","2006-08-06",8,6,2006,218
"CLSW_MX002","CLSW_MX002_seq2",9445,28.123239809423,0.00652151046597244,0.0769719428268925,0.908734780307041,0.0142932768660667,2,0,2,"CLSW","MX","Tehueco El Fuerte, Municipio El Fuerte, Sinaloa, Mexico","UWBM:82511","20240711Plate_3/9d","20240711","Plate_3","9d","2006-08-06",8,6,2006,218
"CLSW_MX003","CLSW_MX003_seq2",9438,17.7784488239034,0.00725781003471127,0.0767111676202585,0.906124178851452,0.0171646535282899,2,0,2,"CLSW","MX","Puente Dren Carrenza on route 15 El Carrizo, Municipio Ahome, Sinaloa, Mexico","UWBM:90855","20240711Plate_3/9e","20240711","Plate_3","9e","2011-06-09",6,9,2011,160
"CLSW_MX004","CLSW_MX004_seq2",9435,23.0931637519873,0.00757336699274219,0.0790673025967144,0.901960784313726,0.0189719130895601,2,0,2,"CLSW","MX","Puente Dren Carrenza on route 15 El Carrizo, Municipio Ahome, Sinaloa, Mexico","UWBM:90751","20240711Plate_3/9f","20240711","Plate_3","9f","2011-06-09",6,9,2011,160
"CLSW_MX005","CLSW_MX005_seq2",9461,33.2591692210126,0.00483854002314084,0.0744107388225346,0.909523306204418,0.0160659549730472,2,0,2,"CLSW","MX","Sinaloa, Mexico","UWBM:90752","20240711Plate_3/9g","20240711","Plate_3","9g","2011-06-09",6,9,2011,160
"CLSW_ON014","CLSW_ON014_seq2",6137,2.7590027700831,0.354475649521405,0.0149910379664331,0.966759002770083,0.0182499592634838,2,0,1,"CLSW","ON","Ontario","2221-99481","20240711Plate_3/11h","20240711","Plate_3","11h",NA,NA,NA,NA,NA
"CLSW_ON015","CLSW_ON015_seq2",9357,10.3287378433259,0.0157778479015462,0.0370845356417655,0.951052687827295,0.0118627765309394,2,0,1,"CLSW","ON","Ontario","2221-99482","20240711Plate_3/12a","20240711","Plate_3","12a",NA,NA,NA,NA,NA
"CLSW_ON016","CLSW_ON016_seq2",9460,28.8251585623679,0.00494372567581782,0.0422832980972516,0.943446088794926,0.0142706131078224,2,0,1,"CLSW","ON","Ontario","2221-99483","20240711Plate_3/12b","20240711","Plate_3","12b",NA,NA,NA,NA,NA
"CLSW_ON017","CLSW_ON017_seq2",6996,3.17738707833047,0.264121173871884,0.0197255574614065,0.96483704974271,0.0154373927958834,2,0,1,"CLSW","ON","Ontario","2211-99486","20240711Plate_3/12c","20240711","Plate_3","12c",NA,NA,NA,NA,NA
"CLSW_ON018","CLSW_ON018_seq2",6699,3.22152560083595,0.295361312716945,0.0137333930437379,0.96850276160621,0.0177638453500522,2,0,1,"CLSW","ON","Ontario","2221-99487","20240711Plate_3/12d","20240711","Plate_3","12d",NA,NA,NA,NA,NA
"CLSW_ON019","CLSW_ON019_seq2",7117,3.29858086272306,0.25139370989797,0.0174230715188984,0.965013348320922,0.0175635801601799,2,0,1,"CLSW","ON","Ontario","2221-99506","20240711Plate_3/12e","20240711","Plate_3","12e",NA,NA,NA,NA,NA
"CLSW_ON020","CLSW_ON020_seq2",7853,3.90003820196103,0.173977069527716,0.0193556602572265,0.961925378836114,0.0187189609066599,2,0,1,"CLSW","ON","Ontario","2221-99712","20240711Plate_3/12f","20240711","Plate_3","12f",NA,NA,NA,NA,NA
"CLSW_SK002","CLSW_SK002_seq2",8984,6.99176313446126,0.0550120963500579,0.031166518254675,0.952248441674087,0.0165850400712378,2,0,2,"CLSW","SK","Saskatoon, SK","1561-25398","20240711Plate_3/7g","20240711","Plate_3","7g","2010-07-01",7,1,2010,182
"CLSW_SK003","CLSW_SK003_seq2",9188,8.39050936003483,0.033554223203955,0.0420113191118851,0.944166303874619,0.0138223770134959,2,0,2,"CLSW","SK","Saskatoon, SK","1561-25398","20240711Plate_3/7h","20240711","Plate_3","7h","2010-07-01",7,1,2010,182
"CLSW_SK004","CLSW_SK004_seq2",9467,59.8090208091264,0.00420742610707899,0.0524981514735397,0.9385232914334,0.0089785570930601,2,0,2,"CLSW","SK","Saskatoon, SK","1561-31989","20240711Plate_3/8a","20240711","Plate_3","8a","2010-07-01",7,1,2010,182
"CLSW_SK005","CLSW_SK005_seq2",9450,25.2645502645503,0.00599558220258757,0.0512169312169312,0.939470899470899,0.00931216931216931,2,0,2,"CLSW","SK","Saskatoon, SK","1561-25370","20240711Plate_3/8b","20240711","Plate_3","8b","2010-07-01",7,1,2010,182
"CLSW_SK_Bls_01","CLSW_SK_Bls_01",4621,2.66565678424583,0.513937098979699,0.0136334126812378,0.967323090240208,0.0190434970785544,1,0,1,"CLSW","SK","Blackstrap, SK","1561-25120","20210222_Plate_1/2c","20210222","Plate_1","2c","2017-07-04",7,4,2017,185
"CLSW_SK_Bls_06","CLSW_SK_Bls_06",6875,3.80101818181818,0.276848637845798,0.0208,0.958690909090909,0.0205090909090909,1,0,1,"CLSW","SK","Blackstrap, SK","1561-25125","20210222_Plate_1/2h","20210222","Plate_1","2h","2017-07-05",7,5,2017,186
"CLSW_SK_Bls_07","CLSW_SK_Bls_07_seq2",8778,5.40817953975849,0.0766803408015147,0.030872636135794,0.954203691045796,0.0149236728184097,2,0,1,"CLSW","SK","Blackstrap, SK","1561-25326","20240711Plate_3/11e","20240711","Plate_3","11e","2017-07-14",7,14,2017,195
"CLSW_SK_Bls_08","CLSW_SK_Bls_08_seq2",8086,4.04452139500371,0.149468812453981,0.0227553796685629,0.962156814246846,0.0150878060845907,2,0,1,"CLSW","SK","Blackstrap, SK","1561-25127","20240711Plate_3/11f","20240711","Plate_3","11f","2017-07-05",7,5,2017,186
"CLSW_SK_Ind_03","CLSW_SK_Ind_03_seq2",3272,2.19987775061125,0.655832544440938,0.00672371638141809,0.977078239608802,0.0161980440097799,2,0,2,"CLSW","SK","Indi Lk, SK","1561-25150","20240711Plate_3/7a","20240711","Plate_3","7a","2017-07-06",7,6,2017,187
"CLSW_SK_Ind_04","CLSW_SK_Ind_04_seq2",2999,2.14638212737579,0.684548227621752,0.00566855618539513,0.980660220073358,0.0136712237412471,2,0,2,"CLSW","SK","Indi Lk, SK","1561-25151","20240711Plate_3/7b","20240711","Plate_3","7b","2017-07-06",7,6,2017,187
"CLSW_SK_Ind_06","CLSW_SK_Ind_06",2879,2.71795762417506,0.697170505942989,0.0125043417853421,0.952414032650226,0.0350816255644321,1,0,1,"CLSW","SK","Indi Lk, SK","2161-30227","20210222_Plate_1/3f","20210222","Plate_1","3f","2017-06-13",6,13,2017,164
"CLSW_SK_Ind_07","CLSW_SK_Ind_07_seq2",8366,4.64272053550084,0.120016829704428,0.0255797274683242,0.956849151326799,0.0175711212048769,2,0,1,"CLSW","SK","Indi Lk, SK","2161-30230","20240711Plate_3/11g","20240711","Plate_3","11g","2017-06-13",6,13,2017,164
"CLSW_WA001","CLSW_WA001_seq2",9437,24.0637914591502,0.00736299568738824,0.0801102045141464,0.907067924128431,0.0128218713574229,2,0,2,"CLSW","WA","Soda Lake Wilson Creek, Grant, WA","UWBM:124867","20240711Plate_3/8d","20240711","Plate_3","8d","2018-06-11",6,11,2018,162
"CLSW_WA002","CLSW_WA002",9472,38.5374788851351,0.00368149784369412,0.0794974662162162,0.907728040540541,0.0127744932432432,1,0,1,"CLSW","WA","Electric City, Douglas, WA","UWBM:60585","20231102_Plate_2/2b","20231102","Plate_2","2b","1993-03-30",3,30,1993,89
"CLSW_WA003","CLSW_WA003_merged",9456,73.9389805414552,0.00536446828652572,0.0780456852791878,0.906408629441624,0.0155456852791878,1,1,1,"CLSW","WA","Soda Lake Wilson Creek, Grant, WA","UWBM:95281","Merged","Merged","Merged","Merged","2018-06-11",6,11,2018,162
"CLSW_WA004","CLSW_WA004",9437,24.0583871993218,0.00736299568738824,0.0831832150047685,0.902299459574017,0.0145173254212144,1,0,1,"CLSW","WA","Seatac Airport, runway 16C SeaTac, King, WA","UWBM:88869","20231102_Plate_2/2d","20231102","Plate_2","2d","2008-07-18",7,18,2008,200
"CLSW_WA005","CLSW_WA005",9404,10.2419183326244,0.0108341222257284,0.0765631646108039,0.907805189281157,0.0156316461080391,1,0,1,"CLSW","WA","Cultus Bay Nursery Clinton, Island, WA","UWBM:123719","20231102_Plate_2/2e","20231102","Plate_2","2e","2014-06-10",6,10,2014,161
